lambda,CH4,C2H2,C2H4,C2H6
1746.00,0.000000e+00,1.108000e-18,1.588000e-17,0.000000e+00
1747.00,0.000000e+00,1.106000e-18,1.566000e-17,0.000000e+00
1748.00,0.000000e+00,1.104000e-18,1.544000e-17,0.000000e+00
1749.00,0.000000e+00,1.102000e-18,1.522000e-17,0.000000e+00
1750.00,0.000000e+00,1.100000e-18,1.500000e-17,0.000000e+00
1751.00,0.000000e+00,1.092800e-18,1.473200e-17,0.000000e+00
1752.00,0.000000e+00,1.085600e-18,1.446400e-17,0.000000e+00
1753.00,0.000000e+00,1.078400e-18,1.419600e-17,0.000000e+00
1754.00,0.000000e+00,1.071200e-18,1.392800e-17,0.000000e+00
1755.00,0.000000e+00,1.064000e-18,1.366000e-17,0.000000e+00
1756.00,0.000000e+00,1.056800e-18,1.339200e-17,0.000000e+00
1757.00,0.000000e+00,1.049600e-18,1.312400e-17,0.000000e+00
1758.00,0.000000e+00,1.042400e-18,1.285600e-17,0.000000e+00
1759.00,0.000000e+00,1.035200e-18,1.258800e-17,0.000000e+00
1760.00,0.000000e+00,1.028000e-18,1.232000e-17,0.000000e+00
1761.00,0.000000e+00,1.020800e-18,1.205200e-17,0.000000e+00
1762.00,0.000000e+00,1.013600e-18,1.178400e-17,0.000000e+00
1763.00,0.000000e+00,1.006400e-18,1.151600e-17,0.000000e+00
1764.00,0.000000e+00,9.992000e-19,1.124800e-17,0.000000e+00
1765.00,0.000000e+00,9.920000e-19,1.098000e-17,0.000000e+00
1766.00,0.000000e+00,9.848000e-19,1.071200e-17,0.000000e+00
1767.00,0.000000e+00,9.776000e-19,1.044400e-17,0.000000e+00
1768.00,0.000000e+00,9.704000e-19,1.017600e-17,0.000000e+00
1769.00,0.000000e+00,9.632000e-19,9.908000e-18,0.000000e+00
1770.00,0.000000e+00,9.560000e-19,9.640000e-18,0.000000e+00
1771.00,0.000000e+00,9.488000e-19,9.372000e-18,0.000000e+00
1772.00,0.000000e+00,9.416000e-19,9.104000e-18,0.000000e+00
1773.00,0.000000e+00,9.344000e-19,8.836000e-18,0.000000e+00
1774.00,0.000000e+00,9.272000e-19,8.568000e-18,0.000000e+00
1775.00,0.000000e+00,9.200000e-19,8.300000e-18,0.000000e+00
1776.00,0.000000e+00,9.128000e-19,8.032000e-18,0.000000e+00
1777.00,0.000000e+00,9.056000e-19,7.764000e-18,0.000000e+00
1778.00,0.000000e+00,8.984000e-19,7.496000e-18,0.000000e+00
1779.00,0.000000e+00,8.912000e-19,7.228000e-18,0.000000e+00
1780.00,0.000000e+00,8.840000e-19,6.960000e-18,0.000000e+00
1781.00,0.000000e+00,8.768000e-19,6.692000e-18,0.000000e+00
1782.00,0.000000e+00,8.696000e-19,6.424000e-18,0.000000e+00
1783.00,0.000000e+00,8.624000e-19,6.156000e-18,0.000000e+00
1784.00,0.000000e+00,8.552000e-19,5.888000e-18,0.000000e+00
1785.00,0.000000e+00,8.480000e-19,5.620000e-18,0.000000e+00
1786.00,0.000000e+00,8.408000e-19,5.352000e-18,0.000000e+00
1787.00,0.000000e+00,8.336000e-19,5.084000e-18,0.000000e+00
1788.00,0.000000e+00,8.264000e-19,4.816000e-18,0.000000e+00
1789.00,0.000000e+00,8.192000e-19,4.548000e-18,0.000000e+00
1790.00,0.000000e+00,8.120000e-19,4.280000e-18,0.000000e+00
1791.00,0.000000e+00,8.048000e-19,4.012000e-18,0.000000e+00
1792.00,0.000000e+00,7.976000e-19,3.744000e-18,0.000000e+00
1793.00,0.000000e+00,7.904000e-19,3.476000e-18,0.000000e+00
1794.00,0.000000e+00,7.832000e-19,3.208000e-18,0.000000e+00
1795.00,0.000000e+00,7.760000e-19,2.940000e-18,0.000000e+00
1796.00,0.000000e+00,7.688000e-19,2.672000e-18,0.000000e+00
1797.00,0.000000e+00,7.616000e-19,2.404000e-18,0.000000e+00
1798.00,0.000000e+00,7.544000e-19,2.136000e-18,0.000000e+00
1799.00,0.000000e+00,7.472000e-19,1.868000e-18,0.000000e+00
1800.00,0.000000e+00,7.400000e-19,1.600000e-18,0.000000e+00
1801.00,0.000000e+00,7.326000e-19,1.575400e-18,0.000000e+00
1802.00,0.000000e+00,7.252000e-19,1.550800e-18,0.000000e+00
1803.00,0.000000e+00,7.178000e-19,1.526200e-18,0.000000e+00
1804.00,0.000000e+00,7.104000e-19,1.501600e-18,0.000000e+00
1805.00,0.000000e+00,7.030000e-19,1.477000e-18,0.000000e+00
1806.00,0.000000e+00,6.956000e-19,1.452400e-18,0.000000e+00
1807.00,0.000000e+00,6.882000e-19,1.427800e-18,0.000000e+00
1808.00,0.000000e+00,6.808000e-19,1.403200e-18,0.000000e+00
1809.00,0.000000e+00,6.734000e-19,1.378600e-18,0.000000e+00
1810.00,0.000000e+00,6.660000e-19,1.354000e-18,0.000000e+00
1811.00,0.000000e+00,6.586000e-19,1.329400e-18,0.000000e+00
1812.00,0.000000e+00,6.512000e-19,1.304800e-18,0.000000e+00
1813.00,0.000000e+00,6.438000e-19,1.280200e-18,0.000000e+00
1814.00,0.000000e+00,6.364000e-19,1.255600e-18,0.000000e+00
1815.00,0.000000e+00,6.290000e-19,1.231000e-18,0.000000e+00
1816.00,0.000000e+00,6.216000e-19,1.206400e-18,0.000000e+00
1817.00,0.000000e+00,6.142000e-19,1.181800e-18,0.000000e+00
1818.00,0.000000e+00,6.068000e-19,1.157200e-18,0.000000e+00
1819.00,0.000000e+00,5.994000e-19,1.132600e-18,0.000000e+00
1820.00,0.000000e+00,5.920000e-19,1.108000e-18,0.000000e+00
1821.00,0.000000e+00,5.846000e-19,1.083400e-18,0.000000e+00
1822.00,0.000000e+00,5.772000e-19,1.058800e-18,0.000000e+00
1823.00,0.000000e+00,5.698000e-19,1.034200e-18,0.000000e+00
1824.00,0.000000e+00,5.624000e-19,1.009600e-18,0.000000e+00
1825.00,0.000000e+00,5.550000e-19,9.850000e-19,0.000000e+00
1826.00,0.000000e+00,5.476000e-19,9.604000e-19,0.000000e+00
1827.00,0.000000e+00,5.402000e-19,9.358000e-19,0.000000e+00
1828.00,0.000000e+00,5.328000e-19,9.112000e-19,0.000000e+00
1829.00,0.000000e+00,5.254000e-19,8.866000e-19,0.000000e+00
1830.00,0.000000e+00,5.180000e-19,8.620000e-19,0.000000e+00
1831.00,0.000000e+00,5.106000e-19,8.374000e-19,0.000000e+00
1832.00,0.000000e+00,5.032000e-19,8.128000e-19,0.000000e+00
1833.00,0.000000e+00,4.958000e-19,7.882000e-19,0.000000e+00
1834.00,0.000000e+00,4.884000e-19,7.636000e-19,0.000000e+00
1835.00,0.000000e+00,4.810000e-19,7.390000e-19,0.000000e+00
1836.00,0.000000e+00,4.736000e-19,7.144000e-19,0.000000e+00
1837.00,0.000000e+00,4.662000e-19,6.898000e-19,0.000000e+00
1838.00,0.000000e+00,4.588000e-19,6.652000e-19,0.000000e+00
1839.00,0.000000e+00,4.514000e-19,6.406000e-19,0.000000e+00
1840.00,0.000000e+00,4.440000e-19,6.160000e-19,0.000000e+00
1841.00,0.000000e+00,4.366000e-19,5.914000e-19,0.000000e+00
1842.00,0.000000e+00,4.292000e-19,5.668000e-19,0.000000e+00
1843.00,0.000000e+00,4.218000e-19,5.422000e-19,0.000000e+00
1844.00,0.000000e+00,4.144000e-19,5.176000e-19,0.000000e+00
1845.00,0.000000e+00,4.070000e-19,4.930000e-19,0.000000e+00
1846.00,0.000000e+00,3.996000e-19,4.684000e-19,0.000000e+00
1847.00,0.000000e+00,3.922000e-19,4.438000e-19,0.000000e+00
1848.00,0.000000e+00,3.848000e-19,4.192000e-19,0.000000e+00
1849.00,0.000000e+00,3.774000e-19,3.946000e-19,0.000000e+00
1850.00,0.000000e+00,3.700000e-19,3.700000e-19,0.000000e+00
1851.00,0.000000e+00,3.656000e-19,3.636000e-19,0.000000e+00
1852.00,0.000000e+00,3.612000e-19,3.572000e-19,0.000000e+00
1853.00,0.000000e+00,3.568000e-19,3.508000e-19,0.000000e+00
1854.00,0.000000e+00,3.524000e-19,3.444000e-19,0.000000e+00
1855.00,0.000000e+00,3.480000e-19,3.380000e-19,0.000000e+00
1856.00,0.000000e+00,3.436000e-19,3.316000e-19,0.000000e+00
1857.00,0.000000e+00,3.392000e-19,3.252000e-19,0.000000e+00
1858.00,0.000000e+00,3.348000e-19,3.188000e-19,0.000000e+00
1859.00,0.000000e+00,3.304000e-19,3.124000e-19,0.000000e+00
1860.00,0.000000e+00,3.260000e-19,3.060000e-19,0.000000e+00
1861.00,0.000000e+00,3.216000e-19,2.996000e-19,0.000000e+00
1862.00,0.000000e+00,3.172000e-19,2.932000e-19,0.000000e+00
1863.00,0.000000e+00,3.128000e-19,2.868000e-19,0.000000e+00
1864.00,0.000000e+00,3.084000e-19,2.804000e-19,0.000000e+00
1865.00,0.000000e+00,3.040000e-19,2.740000e-19,0.000000e+00
1866.00,0.000000e+00,2.996000e-19,2.676000e-19,0.000000e+00
1867.00,0.000000e+00,2.952000e-19,2.612000e-19,0.000000e+00
1868.00,0.000000e+00,2.908000e-19,2.548000e-19,0.000000e+00
1869.00,0.000000e+00,2.864000e-19,2.484000e-19,0.000000e+00
1870.00,0.000000e+00,2.820000e-19,2.420000e-19,0.000000e+00
1871.00,0.000000e+00,2.776000e-19,2.356000e-19,0.000000e+00
1872.00,0.000000e+00,2.732000e-19,2.292000e-19,0.000000e+00
1873.00,0.000000e+00,2.688000e-19,2.228000e-19,0.000000e+00
1874.00,0.000000e+00,2.644000e-19,2.164000e-19,0.000000e+00
1875.00,0.000000e+00,2.600000e-19,2.100000e-19,0.000000e+00
1876.00,0.000000e+00,2.556000e-19,2.036000e-19,0.000000e+00
1877.00,0.000000e+00,2.512000e-19,1.972000e-19,0.000000e+00
1878.00,0.000000e+00,2.468000e-19,1.908000e-19,0.000000e+00
1879.00,0.000000e+00,2.424000e-19,1.844000e-19,0.000000e+00
1880.00,0.000000e+00,2.380000e-19,1.780000e-19,0.000000e+00
1881.00,0.000000e+00,2.336000e-19,1.716000e-19,0.000000e+00
1882.00,0.000000e+00,2.292000e-19,1.652000e-19,0.000000e+00
1883.00,0.000000e+00,2.248000e-19,1.588000e-19,0.000000e+00
1884.00,0.000000e+00,2.204000e-19,1.524000e-19,0.000000e+00
1885.00,0.000000e+00,2.160000e-19,1.460000e-19,0.000000e+00
1886.00,0.000000e+00,2.116000e-19,1.396000e-19,0.000000e+00
1887.00,0.000000e+00,2.072000e-19,1.332000e-19,0.000000e+00
1888.00,0.000000e+00,2.028000e-19,1.268000e-19,0.000000e+00
1889.00,0.000000e+00,1.984000e-19,1.204000e-19,0.000000e+00
1890.00,0.000000e+00,1.940000e-19,1.140000e-19,0.000000e+00
1891.00,0.000000e+00,1.896000e-19,1.076000e-19,0.000000e+00
1892.00,0.000000e+00,1.852000e-19,1.012000e-19,0.000000e+00
1893.00,0.000000e+00,1.808000e-19,9.480000e-20,0.000000e+00
1894.00,0.000000e+00,1.764000e-19,8.840000e-20,0.000000e+00
1895.00,0.000000e+00,1.720000e-19,8.200000e-20,0.000000e+00
1896.00,0.000000e+00,1.676000e-19,7.560000e-20,0.000000e+00
1897.00,0.000000e+00,1.632000e-19,6.920000e-20,0.000000e+00
1898.00,0.000000e+00,1.588000e-19,6.280000e-20,0.000000e+00
1899.00,0.000000e+00,1.544000e-19,5.640000e-20,0.000000e+00
1900.00,0.000000e+00,1.500000e-19,5.000000e-20,0.000000e+00
1901.00,0.000000e+00,1.492000e-19,4.920000e-20,0.000000e+00
1902.00,0.000000e+00,1.484000e-19,4.840000e-20,0.000000e+00
1903.00,0.000000e+00,1.476000e-19,4.760000e-20,0.000000e+00
1904.00,0.000000e+00,1.468000e-19,4.680000e-20,0.000000e+00
1905.00,0.000000e+00,1.460000e-19,4.600000e-20,0.000000e+00
1906.00,0.000000e+00,1.452000e-19,4.520000e-20,0.000000e+00
1907.00,0.000000e+00,1.444000e-19,4.440000e-20,0.000000e+00
1908.00,0.000000e+00,1.436000e-19,4.360000e-20,0.000000e+00
1909.00,0.000000e+00,1.428000e-19,4.280000e-20,0.000000e+00
1910.00,0.000000e+00,1.420000e-19,4.200000e-20,0.000000e+00
1911.00,0.000000e+00,1.412000e-19,4.120000e-20,0.000000e+00
1912.00,0.000000e+00,1.404000e-19,4.040000e-20,0.000000e+00
1913.00,0.000000e+00,1.396000e-19,3.960000e-20,0.000000e+00
1914.00,0.000000e+00,1.388000e-19,3.880000e-20,0.000000e+00
1915.00,0.000000e+00,1.380000e-19,3.800000e-20,0.000000e+00
1916.00,0.000000e+00,1.372000e-19,3.720000e-20,0.000000e+00
1917.00,0.000000e+00,1.364000e-19,3.640000e-20,0.000000e+00
1918.00,0.000000e+00,1.356000e-19,3.560000e-20,0.000000e+00
1919.00,0.000000e+00,1.348000e-19,3.480000e-20,0.000000e+00
1920.00,0.000000e+00,1.340000e-19,3.400000e-20,0.000000e+00
1921.00,0.000000e+00,1.332000e-19,3.320000e-20,0.000000e+00
1922.00,0.000000e+00,1.324000e-19,3.240000e-20,0.000000e+00
1923.00,0.000000e+00,1.316000e-19,3.160000e-20,0.000000e+00
1924.00,0.000000e+00,1.308000e-19,3.080000e-20,0.000000e+00
1925.00,0.000000e+00,1.300000e-19,3.000000e-20,0.000000e+00
1926.00,0.000000e+00,1.292000e-19,2.920000e-20,0.000000e+00
1927.00,0.000000e+00,1.284000e-19,2.840000e-20,0.000000e+00
1928.00,0.000000e+00,1.276000e-19,2.760000e-20,0.000000e+00
1929.00,0.000000e+00,1.268000e-19,2.680000e-20,0.000000e+00
1930.00,0.000000e+00,1.260000e-19,2.600000e-20,0.000000e+00
1931.00,0.000000e+00,1.252000e-19,2.520000e-20,0.000000e+00
1932.00,0.000000e+00,1.244000e-19,2.440000e-20,0.000000e+00
1933.00,0.000000e+00,1.236000e-19,2.360000e-20,0.000000e+00
1934.00,0.000000e+00,1.228000e-19,2.280000e-20,0.000000e+00
1935.00,0.000000e+00,1.220000e-19,2.200000e-20,0.000000e+00
1936.00,0.000000e+00,1.212000e-19,2.120000e-20,0.000000e+00
1937.00,0.000000e+00,1.204000e-19,2.040000e-20,0.000000e+00
1938.00,0.000000e+00,1.196000e-19,1.960000e-20,0.000000e+00
1939.00,0.000000e+00,1.188000e-19,1.880000e-20,0.000000e+00
1940.00,0.000000e+00,1.180000e-19,1.800000e-20,0.000000e+00
1941.00,0.000000e+00,1.172000e-19,1.720000e-20,0.000000e+00
1942.00,0.000000e+00,1.164000e-19,1.640000e-20,0.000000e+00
1943.00,0.000000e+00,1.156000e-19,1.560000e-20,0.000000e+00
1944.00,0.000000e+00,1.148000e-19,1.480000e-20,0.000000e+00
1945.00,0.000000e+00,1.140000e-19,1.400000e-20,0.000000e+00
1946.00,0.000000e+00,1.132000e-19,1.320000e-20,0.000000e+00
1947.00,0.000000e+00,1.124000e-19,1.240000e-20,0.000000e+00
1948.00,0.000000e+00,1.116000e-19,1.160000e-20,0.000000e+00
1949.00,0.000000e+00,1.108000e-19,1.080000e-20,0.000000e+00
1950.00,0.000000e+00,1.100000e-19,1.000000e-20,0.000000e+00
1951.00,0.000000e+00,1.088000e-19,9.820000e-21,0.000000e+00
1952.00,0.000000e+00,1.076000e-19,9.640000e-21,0.000000e+00
1953.00,0.000000e+00,1.064000e-19,9.460000e-21,0.000000e+00
1954.00,0.000000e+00,1.052000e-19,9.280000e-21,0.000000e+00
1955.00,0.000000e+00,1.040000e-19,9.100000e-21,0.000000e+00
1956.00,0.000000e+00,1.028000e-19,8.920000e-21,0.000000e+00
1957.00,0.000000e+00,1.016000e-19,8.740000e-21,0.000000e+00
1958.00,0.000000e+00,1.004000e-19,8.560000e-21,0.000000e+00
1959.00,0.000000e+00,9.920000e-20,8.380000e-21,0.000000e+00
1960.00,0.000000e+00,9.800000e-20,8.200000e-21,0.000000e+00
1961.00,0.000000e+00,9.680000e-20,8.020000e-21,0.000000e+00
1962.00,0.000000e+00,9.560000e-20,7.840000e-21,0.000000e+00
1963.00,0.000000e+00,9.440000e-20,7.660000e-21,0.000000e+00
1964.00,0.000000e+00,9.320000e-20,7.480000e-21,0.000000e+00
1965.00,0.000000e+00,9.200000e-20,7.300000e-21,0.000000e+00
1966.00,0.000000e+00,9.080000e-20,7.120000e-21,0.000000e+00
1967.00,0.000000e+00,8.960000e-20,6.940000e-21,0.000000e+00
1968.00,0.000000e+00,8.840000e-20,6.760000e-21,0.000000e+00
1969.00,0.000000e+00,8.720000e-20,6.580000e-21,0.000000e+00
1970.00,0.000000e+00,8.600000e-20,6.400000e-21,0.000000e+00
1971.00,0.000000e+00,8.480000e-20,6.220000e-21,0.000000e+00
1972.00,0.000000e+00,8.360000e-20,6.040000e-21,0.000000e+00
1973.00,0.000000e+00,8.240000e-20,5.860000e-21,0.000000e+00
1974.00,0.000000e+00,8.120000e-20,5.680000e-21,0.000000e+00
1975.00,0.000000e+00,8.000000e-20,5.500000e-21,0.000000e+00
1976.00,0.000000e+00,7.880000e-20,5.320000e-21,0.000000e+00
1977.00,0.000000e+00,7.760000e-20,5.140000e-21,0.000000e+00
1978.00,0.000000e+00,7.640000e-20,4.960000e-21,0.000000e+00
1979.00,0.000000e+00,7.520000e-20,4.780000e-21,0.000000e+00
1980.00,0.000000e+00,7.400000e-20,4.600000e-21,0.000000e+00
1981.00,0.000000e+00,7.280000e-20,4.420000e-21,0.000000e+00
1982.00,0.000000e+00,7.160000e-20,4.240000e-21,0.000000e+00
1983.00,0.000000e+00,7.040000e-20,4.060000e-21,0.000000e+00
1984.00,0.000000e+00,6.920000e-20,3.880000e-21,0.000000e+00
1985.00,0.000000e+00,6.800000e-20,3.700000e-21,0.000000e+00
1986.00,0.000000e+00,6.680000e-20,3.520000e-21,0.000000e+00
1987.00,0.000000e+00,6.560000e-20,3.340000e-21,0.000000e+00
1988.00,0.000000e+00,6.440000e-20,3.160000e-21,0.000000e+00
1989.00,0.000000e+00,6.320000e-20,2.980000e-21,0.000000e+00
1990.00,0.000000e+00,6.200000e-20,2.800000e-21,0.000000e+00
1991.00,0.000000e+00,6.080000e-20,2.620000e-21,0.000000e+00
1992.00,0.000000e+00,5.960000e-20,2.440000e-21,0.000000e+00
1993.00,0.000000e+00,5.840000e-20,2.260000e-21,0.000000e+00
1994.00,0.000000e+00,5.720000e-20,2.080000e-21,0.000000e+00
1995.00,0.000000e+00,5.600000e-20,1.900000e-21,0.000000e+00
1996.00,0.000000e+00,5.480000e-20,1.720000e-21,0.000000e+00
1997.00,0.000000e+00,5.360000e-20,1.540000e-21,0.000000e+00
1998.00,0.000000e+00,5.240000e-20,1.360000e-21,0.000000e+00
1999.00,0.000000e+00,5.120000e-20,1.180000e-21,0.000000e+00
2000.00,0.000000e+00,5.000000e-20,1.000000e-21,0.000000e+00
